R,F,M,y,user_id
3,2,3,3,59834f3003ce411dd8a5a491
3,2,3,3,59f5c3575792e64238da2e13
2,2,3,0,590482f1836872e94257a423
2,2,3,0,5904845c836872e94257b67e
2,2,3,0,59048490836872e94257ba43
2,2,3,0,5a95447cebe12614a0289913
1,2,3,0,5a727e6f940e90340445dedf
1,2,3,0,5a745f5784425d130871a9a7
5,3,1,3,5ab71b5d7b988a2798908e1b
4,3,1,3,5ab496abdac32725fcc402b0
3,3,1,3,590484f8836872e94257bff2
3,3,1,3,598696d0fb466114b0a02570
2,4,1,3,59cf4a74a3c09f26f05e3035
4,3,1,3,590484d0836872e94257bf22
3,2,3,3,5a6c5f0eac7c7120f839f416
2,4,1,3,59048490836872e94257b827
2,2,3,0,5904837e836872e94257aab4
2,2,3,0,59ded1812711251a1417e949
1,2,3,0,5a7825c8fe098c1c4099bd40
5,3,1,3,5904845c836872e94257b6e3
4,3,1,3,5a0cfd64260f8f3180602b42
3,3,1,3,59acf0226ce0f717c02017f6
2,2,3,0,5a3e1d8e59ffc3059c310db2
2,2,3,0,5a152bf9f9423079383b04f4
2,2,3,0,590482f1836872e94257a425
2,2,3,0,59759e09c9344d6ea8c2c172
2,2,3,0,59ea0405aa3fe7574c663dc5
1,2,3,0,59732094a9a9ae246808c567
2,2,3,0,5a71648327f2fb15dc2cc4f4
5,3,1,3,5904837e836872e94257aa89
4,3,1,3,5aaf19d834569109b0bf66fa
4,2,3,1,5ab47cd5dac32725fcc400ec
2,2,3,0,5a8ea199a1fbea24ec25ac2c
1,5,1,2,5a7bf1d55a517f1c2895bc2d
1,2,3,0,5a02ecdea942fe25bccd2dac
5,1,3,1,5abb0e12b542752a94bbeb46
4,2,3,1,5a366236f4d92f3d9c0a1358
5,1,3,1,5ab89050364f082124089226
4,2,3,1,59048490836872e94257b822
2,2,3,0,5a9d1331173a1312a4c1a746
1,2,3,0,5a2f507130623a1310f451ee
2,2,3,0,59048232836872e942579ae9
3,3,1,3,5aa7b457fd13291604c9ea64
1,2,3,0,5a829459b208f7181469b596
5,1,3,1,59aa3135ab6a5115b4c1a18b
5,1,3,1,5ab9b975fb3da02c7462ebef
5,1,3,1,5abe25fe5652022fa06c80f1
4,2,3,1,59048232836872e942579d30
4,2,3,1,5ab36277f418382968787d18
4,2,3,1,5ab62cac7b988a2798908b1f
3,2,3,3,596c8b4cc05fc7425cdcdb33
3,2,3,3,5aac83d4ca6c5a20f84bb2b7
1,5,1,2,59048410836872e94257b0e6
1,5,1,2,590484d0836872e94257be4c
1,2,3,0,5a155db2fb393367e0b1d556
1,2,3,0,5a40625dce41df1d5441dcbf
5,1,3,1,5aae531a5be6191bbc5d37c9
5,1,3,1,5abb12afb542752a94bbeb85
4,2,3,1,5aacb937ca6c5a20f84bb5c8
4,2,3,1,5ab34b05f418382968787c3f
3,2,3,3,59abed9d6ce0f717c0201285
2,2,3,0,5957bae334c6b5340c419090
2,2,3,0,5a1500cef9423079383b0337
1,2,3,0,5a2615a9907a154a44c21435
2,2,3,0,5a472864417c0920384c87eb
5,1,3,1,5986bdd6fb466114b0a02818
5,1,3,1,5a978e3977f5410184b9536e
5,1,3,1,5abb431bb542752a94bbedb6
4,2,3,1,597b2cea40426e3850aba696
4,2,3,1,5aab4537b9ccf41748ef81f6
4,2,3,1,5aae3ff138ecfe28e87b33ab
4,2,3,1,5ab23969802e9b26944f4c38
4,2,3,1,5ab62a727b988a2798908ae9
3,2,3,3,590481ba836872e94257971b
3,2,3,3,5904837e836872e94257aa95
3,2,3,3,59bf62b0f0f0fc5b740ea193
3,2,3,3,59f5b0dd7506193d142bc937
3,2,3,3,5aa0b586bfc1001ac08c2155
3,2,3,3,5aab3cccb9ccf41748ef811e
2,2,3,0,59048490836872e94257b8e1
2,2,3,0,59608ac42b041b1ef4e60632
2,2,3,0,59747199baa31b6b28d115fe
2,2,3,0,5a8fa219a1fbea24ec25b074
2,2,3,0,5a923972b4ba43202059a359
1,2,3,0,59048267836872e94257a022
1,2,3,0,5904837e836872e94257a989
1,2,3,0,5959f0ff8ca2153db4b12cd0
1,2,3,0,59df532c8f66515274f7fe12
1,2,3,0,59e2d3d9c47d6e17f4dd249e
1,2,3,0,59f00c930c6a3318ec52d672
1,2,3,0,59fd2a96e860d6216c18f663
1,2,3,0,5a6c11df0fb7e333d8586b1c
1,2,3,0,5a73d4afe803482760d2ef82
1,2,3,0,5a7a95e3c278d318cc5658a5
1,2,3,0,5a7ebc17aad86a10d886fb3a
5,3,1,3,59048410836872e94257b324
3,3,1,3,5aa12125cc3eff1044759413
2,4,1,3,590482f1836872e94257a354
3,2,3,3,5aaa3dd0050cfc122c56bb99
3,3,1,3,59048410836872e94257b335
1,2,3,0,5a77ea78131c3b1bd0cbc763
4,3,1,3,5a20e6555ad1ff1764b2f8d2
4,2,3,1,5a685c23f378fc258c6d0ab3
3,2,3,3,5a08feae10d004552430b96b
2,4,1,3,5a33786e92849f4b089a7b67
1,2,3,0,5a7d23575a517f1c2895c2a3
1,2,3,0,5a8001fbaad86a10d88703f8
4,3,1,3,5a5197913443c11678c90239
4,2,3,1,59d09b47b0da428c2c363179
4,2,3,1,5a02de3d0eb36b15d8f6d02b
3,3,1,3,5969f346a6a8b7418c1722a6
3,2,3,3,59048410836872e94257b25c
2,2,3,0,5a61b9dc69ff9520384b1023
2,2,3,0,5a7ce84e5a517f1c2895c0ab
2,2,3,0,5a9644bdb4f84d0f800aee9a
2,2,3,0,5a9779a4b4f84d0f800af310
1,5,1,2,59cf3488a3c09f26f05e2fec
1,2,3,0,5a648f616b8f072f206c13e8
1,2,3,0,5a76cac3131c3b1bd0cbc110
3,3,1,3,59604f354c78ad48683c730d
5,3,1,3,5aba1c28b542752a94bbe7ae
2,2,3,0,5a9a681e212fde1be4ed2f53
5,1,3,1,590482f1836872e94257a4e7
5,1,3,1,5ab9b0effb3da02c7462eb57
4,2,3,1,5a22860404dedb2668711492
4,2,3,1,5a1bd7af608c8c47b4f2055f
2,2,3,0,5a2137cd09736419588418e7
3,2,3,3,5aa6301fad94dc276c4704e8
2,2,3,0,5a6dbb7774860f25a42fac70
3,2,3,3,5a9fb2e4fe044a15d0962efe
2,2,3,0,59048490836872e94257ba3b
2,2,3,0,5a98e5eafda9ae0b68fa4065
2,2,3,0,5a9a45de212fde1be4ed2e01
1,2,3,0,59dee19146ac6434f8cd7b19
5,1,3,1,5abe13fd5652022fa06c8021
4,2,3,1,5a0fd90035ae310824112755
3,3,1,3,5904845c836872e94257b6f4
2,2,3,0,5904831b836872e94257a5e1
2,2,3,0,5a6add75e56a2026ccb9d436
1,2,3,0,5a80f7d5b208f7181469abf8
2,2,3,0,5a582fffc78a781484945db8
4,2,3,1,5a4f34479a15b2034c5525b0
2,2,3,0,5a91017464a7cc16fca2cb79
1,2,3,0,59048232836872e942579b91
1,2,3,0,599af6b4e72cd815f86cdf41
4,2,3,1,5aaf3b7d34569109b0bf68de
1,2,3,0,5a1b91e2aac942404cf6a385
5,3,1,3,5a66c63e838034282880cae4
5,1,3,1,5a0d33cb260f8f3180602e6e
5,1,3,1,5ab8ae20364f0821240892c9
5,1,3,1,5abca95f5652022fa06c78a2
5,1,3,1,5abdd2705652022fa06c7d86
4,3,1,3,5a7921bbc278d318cc564fd8
4,2,3,1,5a28d9ed44ca6529f4193d89
2,2,3,0,59048267836872e94257a0a0
2,2,3,0,5964691e2242ea5414de2154
2,2,3,0,59fe93129e099b493c80a94c
3,2,3,3,5aa232933ba4b01228eb8024
5,1,3,1,59048410836872e94257b277
3,2,3,3,5aa204d73ba4b01228eb7dc5
3,2,3,3,5aa35313e36cab1b1845ed02
2,2,3,0,59bdf55fe613e248107fa91f
1,2,3,0,590483c0836872e94257aea6
1,2,3,0,5a791903c278d318cc564f69
1,2,3,0,5a7c30965a517f1c2895bf2c
5,3,1,3,5ab8a05b364f082124089293
3,3,1,3,5a6324b3777eb42fe86d0fbd
2,2,3,0,59f4649a96111817b49a6529
1,2,2,3,59788a86517ba74210339b05
1,2,2,3,5a8950d4ae38ac1bfc16fed2
3,3,1,3,590481ba836872e9425796a4
5,1,3,1,5a51ff4f59a7c709307bd032
3,2,3,3,5aa4c0ebad94dc276c46fc54
5,3,1,3,5aa095c9fe044a15d0963182
3,2,3,3,59e5afee4922115968f3d217
5,3,1,3,590483c0836872e94257abc2
4,2,3,1,59048267836872e942579f93
4,2,3,1,598abcee44d41428b4c578e2
4,2,3,1,5ab1e67b802e9b26944f48d9
4,2,3,1,5ab5a55908a7a8294806c5ba
3,2,3,3,5a13bdb0f9423079383afbe7
5,1,3,1,5aab4f1eb9ccf41748ef82d8
5,1,3,1,5ab9de2cb542752a94bbe538
5,1,3,1,5abcb6785652022fa06c7931
5,1,3,1,5abde23f5652022fa06c7e51
4,2,3,1,5961d0b60dd3841ac8d3d671
3,2,3,3,59048232836872e942579b21
3,2,3,3,5aa3b9dead94dc276c46f84b
2,2,3,0,5a311b706359b21d0c75d741
1,2,2,3,590481ba836872e942579706
1,2,2,3,5904845c836872e94257b716
1,2,2,3,5a72ebea940e90340445e6b8
1,2,2,3,5a74414e84425d130871a7ee
1,2,2,3,5a7ed309aad86a10d886fd0c
5,1,2,3,5ab739917b988a2798909004
4,2,2,3,59048490836872e94257b92e
4,2,2,3,59578bfe34c6b5340c418ec5
4,2,2,3,599aa4f4e72cd815f86cdcae
4,2,2,3,5ab4a8f008a7a8294806c36c
3,2,3,3,590484f8836872e94257bf2a
3,2,3,3,5aa4d090ad94dc276c46fd24
2,2,3,0,5904845c836872e94257b41c
2,2,3,0,5a28abf48e6aba7cec74a25c
2,2,3,0,5a8abe74ae38ac1bfc17041b
2,2,3,0,5a900b0c64a7cc16fca2c835
2,2,3,0,5a97c88efda9ae0b68fa3b53
1,2,2,3,590481ba836872e9425796b3
1,2,2,3,59916d8a4029934dec5ccdbd
1,2,2,3,5a212dc709736419588417fa
1,2,2,3,5a76af3a131c3b1bd0cbbfa5
5,3,1,3,596adaeea6a8b7418c1724b7
4,3,1,3,5aaf2f9634569109b0bf681c
2,2,3,0,5a9b7f4ede402c0bb845f0fd
1,2,2,3,595b1fe6ce20001fc0747ec0
1,2,2,3,5904845c836872e94257b59c
1,2,2,3,5a449700517dd01550d169fc
1,2,2,3,59048267836872e942579e77
3,2,3,3,5aa9c6f7258c5b265807e568
1,2,2,3,5a755d427fcc331640233978
1,2,2,3,5a7ab074c278d318cc565954
5,1,2,3,5904845c836872e94257b5b7
4,2,2,3,5ab5e77b08a7a8294806c853
3,2,3,3,5a9fc3c1fe044a15d0962ff2
3,2,3,3,5aa9e4cdd2e28e2090e25b79
1,2,2,3,599d583ab70396151c213ac9
1,2,2,3,5a77fdd4131c3b1bd0cbc8c6
1,2,2,3,5a78160e131c3b1bd0cbc97c
1,2,2,3,5a8117e1b208f7181469ad90
2,2,3,0,5996544c310dfa339413e94a
5,1,2,3,59e5a8664922115968f3d178
1,2,2,3,597414928499bc06ac0781f8
1,2,2,3,5a824501b208f7181469b238
2,2,3,0,5a8bff22ae38ac1bfc1708e2
2,2,3,0,5904837e836872e94257ab89
5,1,2,3,5a719def0f7d782f807896b0
5,1,2,3,5aa9daf1258c5b265807e599
5,1,2,3,5abb47a8b542752a94bbeddc
4,2,2,3,5aae0f6b97d8de1a7cbb9f7e
3,2,3,3,59eedb8107a4f8656c5fb248
3,2,3,3,5a2bc87de56a6418144bf863
3,2,3,3,5a44dea7517dd01550d16d93
2,2,3,0,59048267836872e942579f3a
2,2,3,0,595da126f31a6623481dce5b
1,2,2,3,59048267836872e942579e62
1,2,2,3,590482f1836872e94257a454
1,2,2,3,5904831b836872e94257a6c6
1,2,2,3,5904845c836872e94257b489
1,2,2,3,5a1266d4f9423079383af31b
4,2,2,3,59dc646bd707e925e0d2c1ad
2,2,3,0,5a8e9578a1fbea24ec25abaf
2,2,3,0,5a9cc0afde402c0bb845f779
2,2,3,0,5a9d2e95173a1312a4c1a860
3,3,1,3,5aa3aa2aad94dc276c46f788
1,2,2,3,5a83d5beb208f7181469bad2
2,2,2,3,5a8a5c4dae38ac1bfc170187
1,2,2,3,5a7952c2c278d318cc565285
5,1,2,3,5abb4e7c5652022fa06c70cc
3,2,3,3,5aa7498056077914f4eee1ff
3,3,1,3,5a82d3c3b208f7181469b75b
3,2,3,3,5a49c21b234c7507f4363cad
3,2,3,3,5aa55aa7ad94dc276c4701da
2,2,2,3,5a7e5ae7aad86a10d886f5db
1,2,2,3,590484f8836872e94257bfa3
1,2,2,3,5975e5c1c9344d6ea8c2c499
3,2,3,3,5aa4d18ead94dc276c46fd39
2,2,2,3,5a97bb18fda9ae0b68fa3ae9
1,2,2,3,59f6c18f5792e64238da328b
5,1,2,3,5abdf11a5652022fa06c7ee5
2,2,2,3,5a977bd8b4f84d0f800af32d
1,2,2,3,5a72f4cf940e90340445e75f
5,1,2,3,59927c584029934dec5cd20a
4,2,2,3,5961c15cc0bb291cccc5cb29
3,2,3,3,5993e6e5b169f1198c898ec1
1,2,2,3,5a7d4b8f5a517f1c2895c44b
4,3,1,3,5aac798bca6c5a20f84bb26c
5,1,2,3,59d8b18a68a2dc1eb8820483
5,1,2,3,5ab87b5ee0ab680cac7f83d2
4,2,2,3,599d3d79b70396151c2139c9
4,2,2,3,59dc5a74d707e925e0d2c15e
3,2,3,3,5904845c836872e94257b506
3,2,3,3,595a31848ca2153db4b12fc4
3,2,3,3,5972c6d8a9a9ae246808c192
3,2,3,3,5a1012de16fd7831dcc21c5a
2,2,2,3,59048267836872e942579fb8
2,2,2,3,5904837e836872e94257aa4c
2,2,2,3,595c6163f31a6623481dc7fb
2,2,2,3,59f704475792e64238da3472
2,2,2,3,5a8e633aa1fbea24ec25aa89
2,2,2,3,5a94e66581e1c60e4cd08731
2,2,2,3,5a952047ebe12614a0289812
1,2,2,3,597ea41a28cd6667b45ab215
1,2,2,3,5982a4a6486d131a342132e8
1,2,2,3,5982b0af486d131a34213452
1,2,2,3,5a34c614f3649239ecbfd70f
1,2,2,3,5a5f54749907be279422c35b
1,2,2,3,5a83ca48b208f7181469ba65
3,2,3,3,5a124eacf9423079383af135
5,1,2,3,5ab729b57b988a2798908edb
4,2,2,3,5ab482b5dac32725fcc40135
3,2,3,3,5a9e117cfe044a15d09625c1
2,2,2,3,5a90d4a264a7cc16fca2c8d9
2,2,2,3,5a9cd7fcde402c0bb845f8d5
5,1,2,3,5a6423ef9442292a9081a66c
2,2,2,3,59e6f3c983620734c885a467
5,1,2,3,5abcc4e25652022fa06c79ba
3,2,3,3,5aaca5a0ca6c5a20f84bb4d2
4,2,2,3,5a63286e85ff5825f0d4c691
4,2,2,3,5ab0d4a29f1525201c3d8b68
2,2,2,3,5a8ba3b7ae38ac1bfc17063a
2,2,2,3,5a8ffbef64a7cc16fca2c7ad
5,3,1,3,5aa09777fe044a15d0963190
3,2,2,3,5a55d2d64e5c5a17e0057a43
5,1,2,3,5ab79b6de0ab680cac7f81ce
4,2,2,3,5aad78e201670b2584925119
2,2,2,3,5a962234b4f84d0f800aec44
2,2,2,3,5a6c101f0fb7e333d8586aeb
1,2,2,3,5a752c1984425d130871aab9
4,2,2,3,595888a641c5fd2f28cd32a0
3,2,2,3,5a38c66d2b33b36bdc9f1ec8
1,2,2,3,5a695cfdf378fc258c6d0f3b
3,2,2,3,5aa60041ad94dc276c470328
5,1,2,3,5aa0c330bfc1001ac08c2233
5,1,2,3,5ab78677e1ffb41e04df0b7a
4,2,2,3,5aadcd7f01670b258492515b
3,3,1,3,5aa1f9293ba4b01228eb7cda
1,2,2,3,5a72b9fa940e90340445e3e9
5,1,2,3,5abdaebf5652022fa06c7b8c
4,2,2,3,5a0c204b0d81ff58806a051f
5,1,2,3,59048232836872e942579c33
5,1,2,3,596358c80dd3841ac8d3dec1
5,1,2,3,5ab73fe57b988a2798909071
4,2,2,3,59048267836872e942579db7
4,2,2,3,590483c0836872e94257ae8e
4,2,2,3,59803a6d28cd6667b45abda4
4,2,2,3,5a34d4adf3649239ecbfd7e5
4,2,2,3,5a961c43b4f84d0f800aebf3
4,2,2,3,5ab08f6d9f1525201c3d8937
4,2,2,3,5ab5e76e08a7a8294806c84f
3,2,2,3,590481ba836872e942579721
3,2,2,3,59815294dc6e0c4064ffbdd7
3,2,2,3,599e58ebb70396151c213e8d
3,2,2,3,59c76ae288970f2584bbe831
3,2,2,3,59ccd93ae9cffb67c0b35295
3,2,2,3,59e9ef8abb53595d383ddb97
3,2,2,3,59f032c88da66c1bdce27ab6
3,2,2,3,5a9e206efe044a15d09626bb
3,2,2,3,5a9f5776fe044a15d0962b1b
3,2,2,3,5a9fd67ffe044a15d0963101
3,2,2,3,5aa0d50abfc1001ac08c2313
3,2,2,3,5aa5f3c5ad94dc276c47025d
2,2,2,3,590483c0836872e94257ae60
2,2,2,3,59b64b24cdb9d6174c915efc
2,2,2,3,5a898a05ae38ac1bfc16ffec
2,2,2,3,5a8a3dc1ae38ac1bfc170065
2,2,2,3,5a924905b4ba43202059a4bf
2,2,2,3,5a962737b4f84d0f800aec9c
2,2,2,3,5a98ff776432e9136c260877
1,2,2,3,59048232836872e942579cd6
1,2,2,3,59048267836872e942579d71
1,2,2,3,590482f1836872e94257a180
1,2,2,3,590483c0836872e94257af76
1,2,2,3,5904845c836872e94257b691
1,2,2,3,595f5cea4c78ad48683c7078
1,2,2,3,59b0cdc397430c10709d40cd
1,2,2,3,5a1e22b73a9faf22d033dfe8
1,2,2,3,5a3b98e559ffc3059c30ffe5
1,2,2,3,5a40b839cfea411e34e4be1b
1,2,2,3,5a76f9fd131c3b1bd0cbc48f
1,2,2,3,5a7ad8c35a517f1c2895b7d4
1,2,2,3,5a291cf444ca6529f41940ae
3,3,1,3,5a78536bfe098c1c4099bf41
2,2,2,3,5a6c5f91ac7c7120f839f425
2,2,2,3,5a8c0e93a1fbea24ec25a237
5,1,2,3,5ab771d07b988a2798909225
4,2,2,3,5ab48b83dac32725fcc4020a
3,2,2,3,59048490836872e94257b905
2,2,2,3,5a15142df9423079383b041d
2,2,2,3,5a910b2a64a7cc16fca2cbe2
2,2,2,3,5a978f2c77f5410184b95378
2,2,2,3,5a993cd06432e9136c260b31
1,2,2,3,5958f4a8051c5f2928627f81
1,2,2,3,5a6ab70ee56a2026ccb9d242
1,2,2,3,5a74026d8eaaae1044a2da94
5,1,2,3,5abdd2cc5652022fa06c7d91
3,2,2,3,5904845c836872e94257b59d
1,2,2,3,5a70957527f2fb15dc2cc060
1,2,2,3,59e5775f8e546617381b98b7
5,1,2,3,5ab729df7b988a2798908ee1
1,2,2,3,590483c0836872e94257ac40
3,2,2,3,5a139cd3f9423079383af9f0
3,2,2,3,5aab5184b9ccf41748ef82f4
2,2,2,3,5a13c724f9423079383afc31
3,3,1,3,5a9b4912de402c0bb845eed4
5,1,2,3,5ab0b0499f1525201c3d8a9d
5,1,2,3,5ab9caa1b542752a94bbe3ff
2,2,2,3,59eb2f89b3b7fd36241f82ec
3,2,2,3,5aacb619ca6c5a20f84bb584
2,2,2,3,5a96504ab4f84d0f800aef40
5,1,2,3,5abc6d6b5652022fa06c759a
5,3,1,3,5aadc8fe01670b2584925132
2,2,2,3,5a9397c20f23e9007c31fd85
1,2,2,3,5a44c93b517dd01550d16bbe
5,1,2,3,59048410836872e94257afaf
5,1,2,3,59c794e088970f2584bbea24
5,1,2,3,59e353a1bdbd7261bc2f1374
4,2,2,3,59048490836872e94257ba61
4,2,2,3,595c7643f31a6623481dc8e9
4,2,2,3,5ab1db37dfb17921e0df349d
3,2,2,3,59048410836872e94257b336
2,2,2,3,5904831b836872e94257a628
2,2,2,3,59048410836872e94257b172
2,2,2,3,59048410836872e94257b18d
2,2,2,3,590484d0836872e94257bdea
2,2,2,3,590484d0836872e94257be9a
2,2,2,3,5a2b6715baff177dbc1cbd9a
2,2,2,3,5a9bdfe6de402c0bb845f5f4
1,2,2,3,5a1a56a311ac5339e8ef428a
1,2,2,3,5a6436fa9442292a9081a837
1,2,2,3,5a79464ac278d318cc56520b
2,2,2,3,5a14e4bff9423079383b0140
3,2,2,3,590484d0836872e94257bd38
3,2,2,3,59a55a9ef1cd3b1b3cd699a5
3,2,2,3,59dcaafed707e925e0d2c3ca
3,2,2,3,5a647ec66b8f072f206c12d5
3,2,2,3,5aab76fb9014db2948169758
2,2,2,3,598ab4f344d41428b4c57893
2,2,2,3,59048410836872e94257b2e3
5,1,2,3,5ab776a37b988a2798909278
2,2,2,3,5a7143cb27f2fb15dc2cc2c1
1,2,2,3,5a17d2faf75b622ab85693d5
1,2,2,3,590482f1836872e94257a2bb
4,2,2,3,5a224891a0ed52422c7e4f3e
5,1,2,3,5904845c836872e94257b53a
2,2,2,3,5a9bb2cbde402c0bb845f35a
1,2,2,3,59ea2ee7aa3fe7574c663df8
1,2,2,3,5a64505860fc470d00ebe667
3,2,2,3,5a9e7dbefe044a15d0962a14
2,2,2,3,5a1f88410f77663f6c49e11e
2,2,2,3,5a8d31a0a1fbea24ec25a53d
1,2,2,3,5a07084610d004552430af4c
2,2,2,3,5a59a05f2ed6311e7cf3e4a1
5,1,2,3,5ab777a9e1ffb41e04df0a6f
2,2,2,3,5a26210769110e24ac834988
1,2,2,3,5a17ffbdf75b622ab85695c7
1,2,2,3,5a801c27aad86a10d8870574
2,2,2,3,59574b55c4419031a40a0df6
2,2,2,3,5a0d73869d155f4334e5c0bc
5,1,2,3,5abb3413b542752a94bbed31
4,2,2,3,5a61c7a469ff9520384b10f5
2,2,2,3,5a9ccfccde402c0bb845f861
1,2,2,3,5a810a87b208f7181469ac97
4,2,2,3,5ab1f3ee802e9b26944f499f
2,2,2,3,590482f1836872e94257a55a
2,2,2,3,59048410836872e94257b215
2,2,2,3,5a9288ef4a2886280cd96bf3
2,2,2,3,5a98f6b56432e9136c26081e
1,2,2,3,5a75494984425d130871ace3
1,2,2,3,5a781d3efe098c1c4099bd06
1,2,2,3,5a799368c278d318cc56552f
1,2,2,3,5a7d04815a517f1c2895c11d
1,2,2,3,5a82a4e7b208f7181469b60f
5,1,2,3,5ab71ba77b988a2798908e23
5,1,2,3,59048490836872e94257bacd
5,1,2,3,5961af992b041b1ef4e60b7f
5,1,2,3,5ab7752b7b988a279890924f
5,1,2,3,5ab8605ce0ab680cac7f8261
4,2,2,3,590482f1836872e94257a208
4,2,2,3,59fbcd64e860d6216c18ee77
4,2,2,3,5ab052a634569109b0bf6d84
4,2,2,3,5ab0bb0a9f1525201c3d8ae2
4,2,2,3,5ab4945adac32725fcc4028a
3,2,2,3,59048232836872e942579c53
3,2,2,3,59048490836872e94257ba92
3,2,2,3,590484d0836872e94257bd9f
3,2,2,3,5aa9c50f258c5b265807e564
2,2,2,3,59048267836872e94257a0e0
2,2,2,3,590482f1836872e94257a195
2,2,2,3,5904845c836872e94257b6d3
2,2,2,3,598beb7844d41428b4c57ea1
2,2,2,3,59bccca684fbe15c2c977f80
2,2,2,3,59ca0535adf04a61a0bb703a
2,2,2,3,59df6830aed65855988fe057
2,2,2,3,5a1d4a3dc30cb22a70190e53
2,2,2,3,5a436598517dd01550d16264
2,2,2,3,5a911cd064a7cc16fca2ccae
2,2,2,3,5a96440bb4f84d0f800aee97
2,2,2,3,5a9a43cb212fde1be4ed2de0
2,2,2,3,5a9bb5c9de402c0bb845f375
2,2,2,3,5a9d1042173a1312a4c1a71b
1,2,2,3,590483c0836872e94257af74
1,2,2,3,590484f8836872e94257bfb3
1,2,2,3,5a27bdd345498e215054b952
1,2,2,3,5a4224f0bfcc281850c22850
1,2,2,3,5a55aaec4e5c5a17e00578bf
1,2,2,3,5a7013bd27f2fb15dc2cbd0c
1,2,2,3,5a76e7fc131c3b1bd0cbc34a
1,2,2,3,5a8008b1aad86a10d8870477
3,2,2,3,5aa9e697d2e28e2090e25b9b
2,2,2,3,5a71ac100f7d782f807897f8
1,2,2,3,59048410836872e94257b26e
5,1,2,3,5abe0dcf5652022fa06c7fcf
4,2,2,3,5904845c836872e94257b387
3,2,2,3,596ed25e632e423700a09f55
2,2,2,3,595c7beff31a6623481dc952
2,2,2,3,5a1bd87e608c8c47b4f2058f
1,2,2,3,5904837e836872e94257aa5d
1,2,2,3,59e0dedfb09e125c54a86eae
1,2,2,3,5a769412131c3b1bd0cbbdc0
4,2,2,3,5a93cfe80f23e9007c31ff2a
4,2,2,3,5aa129e99f966e0974bc2105
3,2,2,3,5aa9dd19258c5b265807e5a8
1,2,2,3,590484d0836872e94257bc10
5,1,2,3,590482f1836872e94257a378
5,1,2,3,5ab9b428fb3da02c7462eb77
5,1,2,3,5abb4d00b542752a94bbedfa
5,1,2,3,5abdb6575652022fa06c7bf5
4,2,2,3,590483c0836872e94257ae0a
4,2,2,3,5ab489b3dac32725fcc401e5
3,2,2,3,590482f1836872e94257a18a
3,2,2,3,59b7a8a4cdb9d6174c91674a
3,2,2,3,5a9f5aebfe044a15d0962b43
3,2,2,3,5aa89267fd13291604c9eb6e
2,2,2,3,5904831b836872e94257a67c
2,2,2,3,599abd15e72cd815f86cddfc
2,2,2,3,59d0c7bbb0da428c2c363341
2,2,2,3,59f5573f3789ae322001bc82
2,2,2,3,5a2bcbabe56a6418144bf8b0
2,2,2,3,5a8bf095ae38ac1bfc170898
1,2,2,3,5a48b24d064a1b2708011200
1,2,2,3,5a7519b784425d130871aa1f
5,1,2,3,5ab70f557b988a2798908d5f
5,1,2,3,5abcd0fd5652022fa06c7a41
4,2,2,3,5ab32100f41838296878797d
2,2,2,3,5a9a566e212fde1be4ed2e89
2,2,2,3,5a488970064a1b270801100a
2,2,2,3,5a93afa90f23e9007c31fe71
1,2,2,3,5a3356c692849f4b089a78d7
3,2,2,3,5aa50a67ad94dc276c46ffd6
3,2,2,3,5aad011bac068f1bb0a98ad4
1,2,2,3,5a20bf515ad1ff1764b2f538
5,1,2,3,5a1bfd61dcfdf6442cbca823
4,2,2,3,5ab5ea8e08a7a8294806c8a5
1,2,2,3,5a7ab5935a517f1c2895b67d
4,2,2,3,5ab2286f802e9b26944f4b7b
1,2,2,3,5a680f8704dcdd2ce4c4ef28
4,2,2,3,59048490836872e94257b846
1,2,2,3,598d8d37994a7d53506cc2f6
1,2,2,3,5a0008bce1ab47393090ec39
3,2,2,3,5aaca492ca6c5a20f84bb4c8
2,2,2,3,5a26216869110e24ac834995
1,2,1,3,5a44d497517dd01550d16cd2
5,1,2,3,5ab62c4b7b988a2798908b16
5,1,2,3,5abb413cb542752a94bbed9e
5,1,2,3,5abc67595652022fa06c752d
4,2,2,3,590484d0836872e94257bbd7
4,2,2,3,5a2d6886fc497376d43d2885
4,2,2,3,5ab07f429f1525201c3d87d1
3,2,2,3,590484f8836872e94257bfb1
3,2,2,3,5979c6e5cf5e497260310070
3,2,2,3,59a52850f1cd3b1b3cd6975e
3,2,2,3,59c0afbfa78b3b1974eccece
3,2,2,3,5a1f714fe1e385105c65c855
3,2,2,3,5a310e196359b21d0c75d648
2,2,1,3,590482f1836872e94257a4d1
2,2,1,3,59048490836872e94257b7ee
2,2,1,3,596218160dd3841ac8d3d9e2
2,2,1,3,5999548f491fd9533845a1c0
2,2,1,3,599c093ee72cd815f86ce50e
2,2,1,3,59c4bb10d25880166083b56f
2,2,1,3,59d1a6b8f2a7f6163cd49d8d
2,2,1,3,59f2b3cd0c82082cfcaea1ff
2,2,1,3,5a8b96dbae38ac1bfc17051b
2,2,1,3,5a8e431ba1fbea24ec25a8d2
2,2,1,3,5a9a465f212fde1be4ed2e0e
1,2,1,3,59048232836872e942579ccc
1,2,1,3,596309e40dd3841ac8d3dc7f
1,2,1,3,59df1500891e604b48e4af66
1,2,1,3,59edad96e4a0cf2f68f066a5
1,2,1,3,5a1f88dc0f77663f6c49e126
